System_Ref,FIS_Registration_Name,Provider_Name,Service_Description,Note,Per_Hour,Total_Cost__Hour,Per_Day,Total_Cost__Day,Per_Session,Total_Cost__Session,Per_Week,Total_Cost__Week,Per_Term,Total_Cost__Term,Is_Free,Delivery_Channel_Description,First_Line,Second_Line,Third_Line,Town,Post_Code,Full_Address,Political_Ward_Description,Web_Site,Referral_Procedure,E_Mail,Telephone,Mobile,Availability_Start_Date,Availability_End_Date,Provider_Type_Description
11453,Kennington Park Community Centre,KPCC's Summer Of Fun And Food 2022,"KPCC and our partners, Simply Smiley Productions, will be offering a programme of fun and creative activities 4 days a week for 5 weeks this summer. A free, healthy hot lunch, cooked on-site, as well as fruit and snacks, will be provided every day; and at the end of the week children will be invited to ‘shop’ for food kindly donated by the Felix Project to take home with them. 

Activities will include hula-hooping, karate, yoga, drama, dressing up, dance, arts and crafts, and much more! Our kids love growing and eating healthy plants, so this summer we have a Living Wall project. On top of that, we are planning to introduce the children to Shakespeare’s Midsummer Night’s Dream with the help of professional theatre companies. We are also planning to walk the children across the Park to Kennington Park Centre Adventure Playground and take the bus to Max Roach and Slade Gardens adventure playgrounds.

Suitable for children and young people with special educational needs and disabilities.
","Online registration form at http://kpccoval.org/

Many of our staff and volunteers are professional actors and creatives, and love creating exciting and imaginative activities with the children. Our families are keen to come back every holidays and we always have a waiting list. KPCC is where kids make friends, learn new stuff, and enjoy tasty, healthy food, eating together at the table and learning about nutrition, as well as having oodles of fun dressing up, dancing and creating their own plays, stories and everlasting memories.
",False,,False,,False,,False,,False,,True,Meeting a group of people,8 Harleyford Street,,,London,SE11 5SY,"8 Harleyford Street, , London, SE11 5SY",,http://kpccoval.org/,,kpccsummer@gmail.com,0800 776 5587,07931 959 636,7/25/2022 12:00:00 AM,8/25/2022 12:00:00 AM,Summer of Food and Fun 2022
11454,The Kinetika Bloco,Kinetika Bloco Junior Summer School,"The Junior Summer School will see 100 young people come together to learn either drums, steel pans, brass or woodwind. Over the 5 days the young people will learn tunes and develop skills together and on the final day perform a carnival showcase. 

Young people do not need any experience to sign up for drums or steel pans, but need to have access to an instrument and know the basic notes to join brass or woodwind.

The course is free, however you are welcome to give a donation of £15 if you are able to.

To sign up please register at www.kinetikabloco.co.uk/join-us by filling in the form.

Participating in Junior Summer School is a great way to develop your creative skills in an instrument and also develop your social skills as you come together with 100 other young people. There will be opportunities for games, team building, health and wellbeing sessions and lots of FUN! You also get to perform to your friends and family at the end of the week sharing all of the amazing tunes you have learnt together.",,False,,False,,False,,False,,False,,True,Meeting a group of people,Streatham Wells Primary School,50 Palace Road,,London,SW2 3NJ,"Streatham Wells Primary School, 50 Palace Road, London, SW2 3NJ",Stockwell East,https://www.kinetikabloco.co.uk/,,tamzyn@kinetikabloco.co.uk,07795 142 535,,7/25/2022 12:00:00 AM,7/29/2022 12:00:00 AM,Summer of Food and Fun 2022
11455,The Kinetika Bloco,Kinetika Bloco Senior Summer School,"Kinetika Bloco Senior Summer School brings young people together to learn and play brass and woodwind, steel pans, drums and dance to create a spectacular costumed show. Over 10 days we will learn music together and develop creative and social skills and then perform on the final day to a huge audience at the Royal Festival Hall. 

Following the summer school young people will be invited back to be a part of many performances through the year including Notting Hill Carnival, the London Jazz Festival and many more.

£35 but free bursary places are available.

Please book your place at www.kinetikabloco.co.uk/join-us

At Senior Summer School you will get the opportunity to make loads of new friends and develop your creative skills in dance or music. You'll also get the chance to develop performance skills, improvisation, communication, develop a network of likeminded individuals and have a lot of FUN! You'll create a performance together that will showcase your talent as part of a large band of young people.
",,False,,False,,False,,False,,False,,True,Meeting a group of people,Royal Festival Hall,South Bank,,London,SE1 8XX,"Royal Festival Hall, South Bank, London, SE1 8XX",,https://www.kinetikabloco.co.uk/join-us/,,tamzyn@kinetikabloco.co.uk,07795 142 535,,7/25/2022 12:00:00 AM,8/12/2022 12:00:00 AM,Summer of Food and Fun 2022
11456,198 Cal/& Photofusion’s Galleries,Artist Minds With 198 Contemporary Arts And Learning And Photofusion,"The project will be photography, Photowalks, shooting in a photography studio, T-shirt design and art and crafts.

Please email us for more information. 
","The workshop will have at least one hour of structured physical activity through photgraphy, games etc.  These workshops aim to demonstrate how creativity can be used to improve health and wellbeing by using photography and graphics as the primary tool. Each session, a different artistic technique will be demonstrated and practised, so that participants can experience a range of skills to try out.  

During each session, information about mental health and healthy eating will be presented and discussed in the group, whilst undertaking the activity which will allow for a space where participants can be creative, social and share ideas. 

Part of summer school we will be providing lunch for all participants. 
",False,,False,,False,,False,,False,,True,Meeting a group of people,198 Contemporary Arts and Learning,Railton Road,Herne Hill,London,SE24 0JT,"198 Contemporary Arts and Learning, Railton Road, London, SE24 0JT",,https://www.198.org.uk/,,thefactoryproductionhouse@photofusion.org,020 7978 8309,,8/8/2022 12:00:00 AM,8/26/2022 12:00:00 AM,Summer of Food and Fun 2022
11457,Activities 4 U,Activities 4 U Multisports and Arts Camp,"Multi-sports & Arts Camp 5+ Years- An enriching programme of fun and engaging activities over the summer, including:

-Sports and Dance Workshops
-Arts and Crafts
-Trips including the beach, theatre and more!
-Drama workshops
-Team games

A wide range of fun activities throughout the summer, learn new skills, gain new experiences and meet new friends!

",,False,,True,22,False,,False,,False,,True,Meeting a group of people,Harris Academy (Clapham) ,Clarence Avenue,,London,SW4 8LD,"Harris Academy (Clapham) , Clarence Avenue, London, SW4 8LD",,https://activities4u.org.uk/,,admin@activities4u.org.uk,020 7735 8181,,7/25/2022 12:00:00 AM,8/25/2022 12:00:00 AM,Summer of Food and Fun 2022
11462,Living Space Bankside Open Spaces Trust,Oasis Summer Activities At Living Space,"Teens summer activities run by Oasis Youth Hub at Living Space in Waterloo including cooking, arts and crafts, outdoor sports in football cage, CV and school prep, various workshops.

Hang out with your peers to take part in interesting activities, chill out or make it high energy - its up to you. Lots of activities to chose from, also mentoring from experienced youth workers if you need a chat!","The sessions will run on Monday's, Tuesday's, Wednesday's and Friday's but the times vary. please email Jordan Gayle for more information. 

Booking in advance is essential. 
",False,,False,,False,,False,,False,,True,Meeting a group of people,Living Space,1 Coral Street,,London,SE1 7BE,"Living Space, 1 Coral Street, London, SE1 7BE",Bishop's,,,Jordan.Gayle@oasiswaterloo.org,020 7921 4209,,7/25/2022 12:00:00 AM,8/26/2022 12:00:00 AM,Summer of Food and Fun 2022
11463,BiG (Besty's Inspirational Guidance),BIG Summer 2022 Holiday Football Programme,"Enrol for our 2 programmes in 1 holiday activity - a football programme for children and young people (CYP) between 7 and 13 years old, and work experience opportunity for teenagers between 14 and 16 years old.  
Participants are welcomed Monday to Friday from 9:30am to practice their starter challenges. The football programme which officially commences at 10am will engage CYP in exciting, fun and developmental activities and football matches throughout the day. The activities provide a lot of physical exercise, and through challenging team challenges, also provide a platform for CYP to exercise their brains with ‘stretchy’ learning, which develop resilience.

Through BiG’s popular points system, CYP will develop key personal, social and transferable skills such as team working and will be educated about healthy lifestyles including nutrition.

Suitable for children and young people with special educational needs and disabilities.
","Please contact the provider directly for more information regarding delivery times and prices. 

You will engage in fun football activities in a family-like environment. You can be at any level and you will still be welcome and will not feel out of place. You will get lots of physical exercise, and through challenging yourself, with exercise your brain as well as testing yourself in a safe fun environment with ‘stretchy’ learning, which will develop your resilience.

You will develop other skills such as team working through our popular reward system while meeting new friends.

",False,,False,,False,,False,,False,,False,Meeting a group of people,Rosendale Playing Field,Rosendale Road,,London,SE21 8LW,"Rosendale Playing Field, Rosendale Road, London, SE21 8LW",,https://www.bigcic.org/,,lionel.best@bigcic.org,07908 950 630,,8/1/2022 12:00:00 AM,8/19/2022 12:00:00 AM,Summer of Food and Fun 2022
11465,Big Up Communities,Big Up Communities At The Stewarts Road Adventure Playground Summer Playscheme,"We will be running a summer playscheme for young people aged 8 to 16 years. Activities include adventure play, football, basketball, organised games, music production, MMA fitness and art and crafts.

For up to date information of our activities please follow us on Instagram @bigupcommunities ",,False,,False,,False,,False,,False,,True,Meeting a group of people,The Stewarts Road adventure Playground,,,London,SW8 4UG,"The Stewarts Road adventure Playground, , London, SW8 4UG",,https://www.bigupcommunities.com/,,admin@bigupcommunities.com,07436 918 367,,8/8/2022 12:00:00 AM,8/19/2022 12:00:00 AM,Summer of Food and Fun 2022
11466,Bigkid Foundation,BIGKID Summer Holiday programme,"BIGKID Summer Holiday programme is a 4 week programme filled with different activities Monday to Friday. Each day we will be open for 4 hours and run sports and youth club activities. The sports activities include but are not limited to basketball, roller skating, American flag football and fitness. 

All sessions are free and catered towards 11 to 18yr olds, food and refreshments will be provided. Some sessions will be held at Larkhall Park, contact us for more details.

We're operating from both Dexters Adventure Playground and Larkhall Park. Instagram - Bigkidfoundation Twitter - BIGKIDCharity. When attending sports sessions we would recommend wearing appropriate trainers (Larkhall Sessions require plastic studded boots).",,False,,False,,False,,False,,False,,True,Meeting a group of people,Dexters Adventure Playground,6 Montego Close ,,London,SE24 0LH,"Dexters Adventure Playground, 6 Montego Close , London, SE24 0LH",,https://www.bigkidfoundation.org/,,unika@bigkidfoundation.org,07865 274 806,,7/25/2022 12:00:00 AM,8/19/2022 12:00:00 AM,Summer of Food and Fun 2022
11470,C.E.F. Lyncx Charity,SHARP Summer 2022 with CEF Lyncx,"SHARP (school holidays active & recreational programme) 
 
Our SHARP is offering opportunities for young people in Lambeth to engage in 25 days ‘Boot-Camp’ filled with structured active, recreation, learning and food programmes. 

Our SHARP Boot-Camp is for young people aged 7 to 16 and provides volunteering/work experience opportunities for young people aged 16 years and over and it will run from Monday, 25 July to Friday, 26 August (Monday to Friday). 
 
StEP (Saturdays the Extra Project)
Our Creative StEP is also running every Saturday throughout the summer holidays. This project run from our GreenHouse, the Brixton Windmill One O’clock Club building, Windmill Gardens SW2 5DA, a safe space where young people aged 11 to 16 years old can seize the opportunity to explore and develop their #Creative/Performing Arts skills; see This Clip, an example production by the young people leading our Creative StEP.
 
To find out more and to register, see poster and/or go to our website, https://cefi.org.uk/our-sharp-offer select ‘Project’ tab and then, ‘Our SHARP Offer’, scroll through and you will find all the information about these two initiatives of contact us directly. 

Suitable for children and young people with special educational needs and disabilities.
",Lunch provided,False,,False,,False,,False,,False,,True,Meeting a group of people,The Windmill Gardens (Park),Blenheim Gardens,Brixton Hill,London,SW2 5DA,"The Windmill Gardens (Park), Blenheim Gardens, London, SW2 5DA",Brixton Acre Lane,,,christian@cefi.org.uk,020 7737 4274,07706 179 851,7/25/2022 12:00:00 AM,8/26/2022 12:00:00 AM,Summer of Food and Fun 2022
11471,High Trees Community Development Trust,Tulse Hill Adventure Playground Summer Playscheme,"Open access holiday play sessions with activities including cooking, adventure play, forest school, multi sports, water fights, table tennis, woodwork, hair and beauty workshop, roller-skating and much more. Additional optional trips out including kayaking, water wipe out, flip out, BMX riding and a trip to the seaside.

We will have free lunch and snacks for everyone attending.

All children must complete a registration form to join. 

Children need to book onto trips in advance. All trips will take place on Thursdays.  
                                                                                 
Follow us on instagram @high_treescdt Twitter @HighTreesCDT and Facebook @hightreescommunity
","Come to our adventure playground and chose to take part in whatever you like. We will have planned activities including cooking, treasure hunt, sports activities, arts and crafts, water fights, team challenges and trips out. 

All you need to join is get a parent to fill in a registration form (which you can get by ringing, emailing us or popping by to one of our sessions). ",False,,False,,False,,False,,False,,True,Meeting a group of people,Tulse Hill Adventure Playground,Tulse Hill Estate,,London,SW2 2EY,"Tulse Hill Adventure Playground, Tulse Hill Estate, London, SW2 2EY",,https://www.high-trees.org/activities-for-young-people/,,youth@high-trees.org,020 8674 3975,,8/1/2022 12:00:00 AM,8/25/2022 12:00:00 AM,Summer of Food and Fun 2022
11472,Upper Norwood Library Trust,Upper Norwood Library Hub Summer Camps For Children,"Performing Arts August summer camp 1-5 August & 8-12 August
Your young performers will have the opportunity to discover new skills, techniques and make some new friends as they spend the holidays having fun, creating and exploring drama, movement and music.                    
         
Little Brushstrokes: August summer camp 15-19 August & 22-26 August 
Your young budding artists will have the opportunity to discover new skills, techniques and learn about famous artists form around the world and their work as they spend the holidays having fun, creating and exploring art.

All the sessions are facilitated by local artist Cherelle Morris of Brushstrokes Art. 

Parents/carers will be responsible at all times for ensuring that children to do not attend on the day if they are showing any signs or symptoms or illness. 

Hand washing will be regular and compulsory for all children and staff throughout the days.

Please note, children will be provided with a healthy lunch
Please send them with a water bottle as well as suitable clothing for each day.

Price: free for families who receive free school meals

Drop off and pick up is at the back of the library on Beardell Street.

Please double check your ticket type before finalising any purchases.

If you have any other questions or require clarification, please contact us via email or telephone.
","- During the performing arts weeks you will have fun learning acting, drama and improvisation. 

- During the visual arts weeks you will have fun learning arts & crafts activities, things like drawing painting and sculpture. 
",False,,True,30,False,,False,,False,,False,Meeting a group of people,Upper Norwood Library Hub,39 Westow Hill,,London,SE19 1TJ,"Upper Norwood Library Hub, 39 Westow Hill, London, SE19 1TJ",,https://www.uppernorwoodlibraryhub.org/summercamps2022,,info@unlt.org,020 8670 4321,,8/1/2022 12:00:00 AM,8/26/2022 12:00:00 AM,Summer of Food and Fun 2022
11474,Lambeth Tigers,Lambeth Tigers Summer Camp,"Football Camp - Drills and skills, strength and conditioning, 1v1’s and Football matches.

Football Kit including socks, shin pads and astroturfs or studded boots or T-shirt and Shorts with a pair of trainers and some shin pads. Sent the children with plenty of water.

Carousel of skills and drills for the first 2 hours and then a hour lunch break. After lunch they will then participate in a football match and incorporate all the skills that they learned earlier in the day.
",,False,,False,,False,,False,,False,,True,Meeting a group of people,Myatt’s Field Park,Cormont Road,,London,SE5 9RA,"Myatt’s Field Park, Cormont Road, London, SE5 9RA",Myatt's Fields,https://lambeth-tigers-football-club.class4kids.co.uk/,,info@lambethTigersfc.org,0808 1088 160,,7/25/2022 12:00:00 AM,9/2/2022 12:00:00 AM,Summer of Food and Fun 2022
11475,Lerato Community Initiative,Lerato Summer Camp,"Daily Multi-sports, including badminton and rounders, arts and crafts, indoor and outdoor play, table games Baking, Tie-dye & music workshops. Trip to Stubbers Adventure Centre in Essex for water sports, climbing & target sports, trip to Gravity for e-karting & bowling, talent show. Time to just relax, socialise and make new friends.

Suitable for children and young people with special educational needs and disabilities","Booking process with web link for online registration, hot meal & drinks. 

Follow us on Instagram @leratocic and Twitter @LeratoCIC

Activities that challenge, build self-esteem and confidence. Onsite activities such as multi-sport, arts and crafts, music, baking, plus trips to adventure centres for water sports, climbing, e-karting and bowling.
",False,,False,,False,,True,10,False,,False,Meeting a group of people,Mursell Community Hall,Portland Grove,Stockwell,London,SW8 1JB,"Mursell Community Hall, Portland Grove, London, SW8 1JB",,https://www.leratocommunityinitiative.org.uk/,,info@leratocommunityinitiative.org.uk,020 8033 2375,,8/1/2022 12:00:00 AM,8/26/2022 12:00:00 AM,Summer of Food and Fun 2022
11476,Lifelong Family Links,Summer HAF Lifelong Family Links,"Activities will include cycling at our partner organisation Wheels for Well-being, bowling, swimming, football, gym work, boating at Crystal Palace Boating Lake and adventure playground sessions at Willington Road. We will also offer fruit picking sessions and visits to Godstone Farm where participants will be encouraged to interact with the animals. In addition to our trained play staff, we will be using trained disability sports coaches from Active Living, Disability Sport Coach and Lambeth Sport.

Our sessions are fun and safe for disabled young people we will pick up and drop off young people.We will also offer practical cooking and baking sessions. In addition, we will lead and encourage discussions on healthy lifestyles. In recognition of the importance of healthy eating to SEND young people in particular, we will also offer advice to participants’ parents/carers on providing nutritious and low-cost food.

Suitable for children and young people with special educational needs and disabilities.
",,False,,False,,False,,False,,False,,True,Meeting a group of people,1 Barstow Crescent,Laburnum Close,Palace Road,London,SW2 3NS,"1 Barstow Crescent, Laburnum Close, London, SW2 3NS",,,,admin1@lifelongfamilylinks.org.uk,020 8671 8939,,8/1/2022 12:00:00 AM,8/26/2022 12:00:00 AM,Summer of Food and Fun 2022
11478,Brixton Topcats,Brixton Topcats Summer Basketball Camp,"Brixton Topcats Summer Basketball Camp provides fun and engaging basketball sessions for children and young people aged 5 - 15. Topcats have been running their summer basketball camps for over three decades. This year our camps will be delivered by our team of highly experienced coaches. 

Camps are suitable for beginners and more experienced players and involve a variety of game-based activities that help children and young people have fun, be active and develop a range of skills. 

Follow our social media and website for more information and booking details. @brixton.topcats and brixtontopcats.org

",,False,,False,,False,,False,,False,,True,Meeting a group of people,Brixton Recreation Centre,Brixton Station Road,,London,SW9 8QQ,"Brixton Recreation Centre, Brixton Station Road, London, SW9 8QQ",,https://www.brixtontopcats.org/,,southlondontopcats@gmail.com,07894 452 505,,8/1/2022 12:00:00 AM,8/25/2022 12:00:00 AM,Summer of Food and Fun 2022
